HOSTNAME; STATUS; ATIVO; IP; SO; DOMINIO; OU
NO00091245; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00091245,OU=UO-SEAL,OU=GERAL,OU=TIC-SEAL,OU=Notebooks,DC=petrobras,DC=biz
NO00091187; Ligado - 0; True; 10.24.236.42; Windows 7 Enterprise; petrobras.biz; CN=NO00091187,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091136; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00091136,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091068; Ligado - 0; True; 10.24.232.197; Windows 7 Enterprise; petrobras.biz; CN=NO00091068,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091048; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00091048,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090898; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00090898,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090815; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00090815,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090440; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00090440,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00090357; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00090357,OU=GERAL,OU=TIC-NE,OU=Notebooks,DC=petrobras,DC=biz
NO00090176; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00090176,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00089939; Ligado - 0; True; 10.23.188.23; Windows 7 Enterprise; petrobras.biz; CN=NO00089939,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00089518; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00089518,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00089387; Ligado - 0; True; 10.25.49.13; Windows 10 Enterprise; petrobras.biz; CN=NO00089387,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00088801; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00088801,OU=UO-SEAL,OU=GERAL,OU=TIC-SEAL,OU=Notebooks,DC=petrobras,DC=biz
NO00088728; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00088728,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00088147; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00088147,OU=UO-SEAL,OU=GERAL,OU=TIC-SEAL,OU=Notebooks,DC=petrobras,DC=biz
NO00088117; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00088117,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00088041; Ligado - 0; True; 10.155.2.17; Windows 10 Enterprise; petrobras.biz; CN=NO00088041,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00088040; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00088040,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00088009; Ligado - 0; True; 10.65.30.15; Windows 7 Enterprise; petrobras.biz; CN=NO00088009,OU=UO-SEAL,OU=GERAL,OU=TIC-SEAL,OU=Notebooks,DC=petrobras,DC=biz
NO00087998; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00087998,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087898; Ligado - 0; True; 10.25.48.14; Windows 7 Enterprise; petrobras.biz; CN=NO00087898,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087812; Ligado - 0; True; 10.14.152.103; Windows 7 Enterprise; petrobras.biz; CN=NO00087812,OU=UO-RIO,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087474; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00087474,OU=COMPERJ,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087403; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00087403,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087377; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00087377,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00087055; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00087055,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00086785; Ligado - 0; True; 10.25.48.185; Windows 7 Enterprise; petrobras.biz; CN=NO00086785,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086779; Ligado - 0; True; 10.25.48.126; Windows 7 Enterprise; petrobras.biz; CN=NO00086779,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086773; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00086773,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086722; Ligado - 0; True; 10.24.237.167; Windows 7 Enterprise; petrobras.biz; CN=NO00086722,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086644; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00086644,OU=GERAL,OU=TIC-SEAL,OU=Notebooks,DC=petrobras,DC=biz
NO00086583; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00086583,OU=GERAL,OU=TIC-SEAL,OU=Notebooks,DC=petrobras,DC=biz
NO00086400; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00086400,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00086170; Ligado - 0; True; 10.22.218.178; Windows 7 Enterprise; petrobras.biz; CN=NO00086170,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086038; Ligado - 0; True; 10.24.232.163; Windows 7 Enterprise; petrobras.biz; CN=NO00086038,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086007; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00086007,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00086006; Ligado - 0; True; 10.16.18.3; Windows 7 Enterprise; petrobras.biz; CN=NO00086006,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00085966; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00085966,OU=GERAL,OU=TIC-SEAL,OU=Notebooks,DC=petrobras,DC=biz
NO00085916; Ligado - 0; True; 10.196.31.18; Windows 7 Enterprise; transp.biz; CN=NO00085916,OU=SUAPE,OU=TIC-SEAL,OU=Notebooks,DC=transp,DC=biz
NO00085914; Ligado - 0; True; 10.196.31.1; Windows 7 Enterprise; transp.biz; CN=NO00085914,OU=SUAPE,OU=TIC-SEAL,OU=Notebooks,DC=transp,DC=biz
NO00085757; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; transp.biz; CN=NO00085757,OU=SEDE-RJ,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00085271; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00085271,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00084653; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00084653,OU=UO-RNCE,OU=GERAL,OU=TIC-NE,OU=Notebooks,DC=petrobras,DC=biz
NO00084363; Ligado - 0; True; 10.25.48.229; Windows 7 Enterprise; petrobras.biz; CN=NO00084363,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084182; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00084182,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084179; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00084179,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00083729; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00083729,OU=UO-SUL,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00083192; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00083192,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00083103; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00083103,OU=UO-RIO,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00083090; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00083090,OU=UO-BA,OU=GERAL,OU=TIC-BA,OU=Notebooks,DC=petrobras,DC=biz
NO00082990; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082990,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082989; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082989,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082988; Ligado - 0; True; 10.155.2.80; Windows 7 Enterprise; petrobras.biz; CN=NO00082988,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082987; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082987,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082940; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082940,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082885; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082885,OU=UO-BS,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082839; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082839,OU=UO-BS,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082478; Ligado - 0; True; 10.163.134.119; Windows 7 Enterprise; petrobras.biz; CN=NO00082478,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00082367; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082367,OU=OFFSHORE,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00082336; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082336,OU=UO-BS,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082323; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082323,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082116; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082116,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082027; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082027,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082025; Ligado - 0; True; 10.148.34.1; Windows 7 Enterprise; petrobras.biz; CN=NO00082025,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082002; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00082002,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00081821; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00081821,OU=UO-BS,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00081752; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00081752,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00081347; Ligado - 0; True; 10.163.226.178; Windows 7 Enterprise; petrobras.biz; CN=NO00081347,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
ES00008481; Ligado - 0; True; 172.31.177.32; Windows 7 Enterprise; petrobras.biz; CN=ES00008481,OU=TIC,OU=GERAL,OU=TIC-ES,OU=Desktops,DC=petrobras,DC=biz
NO00081320; Desligado - 1; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00081320,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00081046; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00081046,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00080967; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00080967,OU=UO-RNCE,OU=GERAL,OU=TIC-NE,OU=Notebooks,DC=petrobras,DC=biz
NO00080907; Ligado - 0; True; 10.40.62.91; Windows 7 Enterprise; petrobras.biz; CN=NO00080907,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00080892; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00080892,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO000805201; Ligado - 0; True; 10.196.31.27; Windows 7 Enterprise; transp.biz; CN=NO000805201,OU=SUAPE,OU=TIC-SEAL,OU=Notebooks,DC=transp,DC=biz
NO00080051; Ligado - 0; True; 10.245.75.10; Windows 7 Enterprise; petrobras.biz; CN=NO00080051,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00080014; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00080014,OU=UO-BS,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00079930; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00079930,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079791; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00079791,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079661; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00079661,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079455; Ligado - 0; True; 10.145.0.55; Windows 7 Enterprise; transp.biz; CN=NO00079455,OU=SAO CAETANO,OU=TIC-SPS,OU=Notebooks,DC=transp,DC=biz
NO00079322; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00079322,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00079235; Ligado - 0; True; 10.136.226.67; Windows 7 Enterprise; petrobras.biz; CN=NO00079235,OU=OFFSHORE,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00079078; Desligado - 1; True; ; Windows 7 Enterprise; transp.biz; CN=NO00079078,OU=ITAJAI,OU=TIC-SPS,OU=Notebooks,DC=transp,DC=biz
NO00078930; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00078930,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078852; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00078852,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078662; Ligado - 0; True; 10.16.18.17; Windows 7 Enterprise; petrobras.biz; CN=NO00078662,OU=GERAL,OU=TIC-BA,OU=Notebooks,DC=petrobras,DC=biz
NO00078486; Ligado - 0; True; 10.24.169.39; Windows 7 Enterprise; petrobras.biz; CN=NO00078486,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078124; Desligado - 1; True; ; Windows 7 Enterprise; transp.biz; CN=NO00078124,OU=TIC-ES,OU=Notebooks,DC=transp,DC=biz
NO00078033; Ligado - 0; True; 10.16.28.6; Windows 7 Enterprise; transp.biz; CN=NO00078033,OU=CELISEOS,OU=TIC-RIO,OU=Notebooks,DC=transp,DC=biz
NO00078002; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00078002,OU=UO-BA,OU=GERAL,OU=TIC-BA,OU=Notebooks,DC=petrobras,DC=biz
NO00077964; Ligado - 0; True; 10.8.32.25; Windows 7 Enterprise; petrobras.biz; CN=NO00077964,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077951; Ligado - 0; True; 10.25.48.210; Windows 7 Enterprise; petrobras.biz; CN=NO00077951,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077942; Ligado - 0; True; 10.24.84.14; Windows 7 Enterprise; petrobras.biz; CN=NO00077942,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077886; Ligado - 0; True; 10.16.18.124; Windows 7 Enterprise; petrobras.biz; CN=NO00077886,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077731; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00077731,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
ES00009530; Ligado - 0; True; 10.170.106.79; Windows 10 Enterprise; petrobras.biz; CN=ES00009530,OU=OFFSHORE,OU=TIC-BC,OU=Desktops,DC=petrobras,DC=biz
NO00077551; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00077551,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077464; Ligado - 0; True; 10.24.234.242; Windows 7 Enterprise; petrobras.biz; CN=NO00077464,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077369; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00077369,OU=UO-BS,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00077272; Ligado - 0; True; 10.155.2.69; Windows 7 Enterprise; petrobras.biz; CN=NO00077272,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00076814; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00076814,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076779; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00076779,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076751; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00076751,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076701; Ligado - 0; True; 10.16.18.8; Windows 7 Enterprise; petrobras.biz; CN=NO00076701,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076664; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00076664,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00076645; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00076645,OU=UO-SUL,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00076557; Ligado - 0; True; 10.155.2.61; Windows 7 Enterprise; petrobras.biz; CN=NO00076557,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00076543; Desligado - DNS_ERRO; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00076543,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076248; Ligado - 0; True; 10.163.138.173; Windows 7 Enterprise; petrobras.biz; CN=NO00076248,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00076095; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00076095,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076091; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00076091,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00075377; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00075377,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00075289; Desligado - 1; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00075289,OU=GERAL,OU=TIC-ES,OU=Notebooks,DC=petrobras,DC=biz
