HOSTNAME; STATUS; ATIVO; IP; SO; DOMINIO; OU
NO00068821; Inexistente; -; -; -; -; -
NO00064481; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00064481,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00091379; Desligado; True; ; Windows 10 Enterprise; petrobras.biz; CN=NO00091379,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
MI00311977; Ligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MI00311977,OU=UO-RIO,OU=GERAL,OU=TIC-RIO,OU=Desktops,DC=petrobras,DC=biz
NO00071391; Inexistente; -; -; -; -; -
NO00087095; Inexistente; -; -; -; -; -
MV00002956; Ligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MV00002956,OU=DEDICADOS,OU=CORP,OU=VDI,OU=TIC-RIO,OU=Desktops,DC=petrobras,DC=biz
TEST-007; Ligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=Test-007,OU=POC,OU=CORP,OU=VDI,OU=TIC-RIO,OU=Desktops,DC=petrobras,DC=biz
NO00080986; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00080986,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00044756; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=NO00044756,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO000079825; Inexistente; -; -; -; -; -
MI186422; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MI186422,OU=GERAL,OU=TIC-BC,OU=Desktops,DC=petrobras,DC=biz
MI00315525; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MI00315525,OU=TIC,OU=GERAL,OU=TIC-BC,OU=Desktops,DC=petrobras,DC=biz
MI00215526; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MI00215526,OU=GERAL,OU=TIC-BC,OU=Desktops,DC=petrobras,DC=biz
MI00212484; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MI00212484,OU=RH-UP,OU=GERAL,OU=TIC-RIO,OU=Desktops,DC=petrobras,DC=biz
MI00291430; Desligado; True; ; Windows 7 Enterprise; petrobras.biz; CN=MI00291430,OU=GERAL,OU=TIC-SPS,OU=Desktops,DC=petrobras,DC=biz
