HOSTNAME; STATUS; ATIVO; IP; SO; DOMINIO; OU
MI00246104; Inexistente; -; -; -; -; -
MI00287041; Inexistente; -; -; -; -; -
MI00322090; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00322090,OU=Novos Computadores,DC=transp,DC=biz
MI00322331; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00322331,OU=SUAPE,OU=TIC-SEAL,OU=Desktops,DC=transp,DC=biz
MI00278713; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00278713,OU=BOA VIAGEM,OU=TIC-SEAL,OU=Desktops,DC=transp,DC=biz
MI00237527; Inexistente; -; -; -; -; -
MI00277067; Inexistente; -; -; -; -; -
MI00275821; Inexistente; -; -; -; -; -
NO00074402; Inexistente; -; -; -; -; -
MI00195765; Inexistente; -; -; -; -; -
MI00294245; Inexistente; -; -; -; -; -
MI00257764; Inexistente; -; -; -; -; -
NO00072449; Ligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00072449,OU=BOA VIAGEM,OU=TIC-SEAL,OU=Notebooks,DC=transp,DC=biz
MI00311921; Inexistente; -; -; -; -; -
NO00072710; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=NO00072710,OU=SUAPE,OU=TIC-SEAL,OU=Notebooks,DC=transp,DC=biz
MI00322264; Desligado; True; ; Windows 7 Enterprise; transp.biz; CN=MI00322264,OU=SUAPE,OU=TIC-SEAL,OU=Desktops,DC=transp,DC=biz
